Kingdom,Phylum,Class,Subclass,Infraclass,Subterclass,Superorder,Order,Superfamily,Family,Genus,Species,Subfamily,Tribe,Subphylum,Suborder,Superclass,Infraorder,Parvorder,Section,Subsection,Flokkun,id,N,Artal,skipting,stod,Nu,A,worms
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3A,2,2015,4,E3,8,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3C,2,2015,1,E3,2,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,C4C,2,2013,8,C4,16,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E4A,4,2014,1,E4,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B5C,2,2017,4,B5,8,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B8A,2,2017,4,B8,8,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,4A,5,2016,4,4A,20,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,4B,3,2016,4,4B,12,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,C4A,1,2014,1,C4,1,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,C4B,2,2014,1,C4,2,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,4C,3,2016,4,4C,24,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,C4C,1,2014,4,C4,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3A,3,2014,1,E3,3,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3A,1,2017,4,E3,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3B,4,2017,4,E3,16,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3C,3,2015,4,E3,12,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E4A,5,2015,1,E4,5,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,A7C,7,2017,4,A7,28,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E4B,3,2015,4,E4,12,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B5A,3,2015,4,B5,12,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B5C,1,2015,4,B5,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B8C,2,2017,4,B8,8,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,C4A,7,2017,4,C4,28,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B5B,1,2014,1,B5,1,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,C4C,14,2017,4,C4,56,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3A,3,2015,1,E3,3,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,4A,3,2016,4,4A,12,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B8B,1,2017,4,B8,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3B,21,2014,4,E3,84,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B5A,3,2017,4,B5,12,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E4A,1,2017,4,E4,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E3C,1,2017,4,E3,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,3B,8,2016,4,3B,32,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,3C,1,2016,1,3C,1,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,3A,1,2016,4,3A,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,E4B,1,2017,4,E4,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Chaetozone,Chaetozone setosa,,,,Cirratuliformia,,,,,,Chaetozone setosa,B5B,1,2017,4,B5,4,129955,129955
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,,,,,,Cirratuliformia,,,,,,Cirratulidae,5B,1,2016,4,5B,4,919,919
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,,,,,,Cirratuliformia,,,,,,Cirratulidae,4C,1,2016,4,4C,4,919,919
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,,,,,,Cirratuliformia,,,,,,Cirratulidae,3C,1,2016,1,3C,1,919,919
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,,,,,,Cirratuliformia,,,,,,Cirratulidae,4B,3,2016,4,4B,12,919,919
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,E4A,4,2014,1,E4,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,C4B,1,2015,4,C4,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,E3C,2,2015,4,E3,8,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,4B,2,2016,1,4B,2,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,B5C,1,2015,4,B5,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,E3C,1,2017,4,E3,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,4C,1,2016,4,4C,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,U1C,1,2013,1,U1,1,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,E3A,3,2015,4,E3,12,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,E3C,1,2015,1,E3,1,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,B5B,1,2014,1,B5,1,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,E3A,1,2014,4,E3,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,E3C,1,2014,4,E3,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,C4C,1,2014,4,C4,4,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Cirratulidae,Cirratulus,Cirratulus cirratus,,,,Cirratuliformia,,,,,,Cirratulus cirratus,U1B,3,2013,8,U1,24,129959,129959
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Pectinariidae,Cistenides,Cistenides granulata,,,,Terebelliformia,,,,,,Cistenides granulata,4A,2,2016,4,4A,8,238377,238377
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,,Pectinariidae,Cistenides,Cistenides hyperborea,,,,Terebelliformia,,,,,,Cistenides hyperborea,3A,1,2016,4,3A,4,157317,157317
Animalia,Arthropoda,Hexapoda,Collembola,,,,,,,,,,,Crustacea,,Allotriocarida,,,,,Collembola,B5A,1,2014,1,B5,1,118086,118086
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,E4C,1,2013,8,E4,8,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U1A,2,2013,1,U1,2,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U2B,3,2013,8,U2,24,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,B0C,4,2013,1,B0,4,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,B5A,3,2013,1,B5,3,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U2C,3,2013,8,U2,24,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U1C,1,2013,1,U1,1,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U1B,22,2013,8,U1,176,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,B5C,7,2013,8,B5,56,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,C4A,4,2013,8,C4,32,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,E3D,1,2013,1,E3,1,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,E3A,5,2013,8,E3,40,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,B0C,1,2013,8,B0,8,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,E4B,1,2013,8,E4,8,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U1C,1,2013,8,U1,8,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,C4C,6,2013,8,C4,48,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,E4A,18,2013,8,E4,144,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,B5A,10,2013,8,B5,80,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U1C,12,2013,4,U1,48,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,B5B,1,2013,8,B5,8,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,U2A,8,2013,8,U2,64,1080,1080
Animalia,Arthropoda,Copepoda,,,,,,,,,,,,Crustacea,,Multicrustacea,,,,,Copepoda,E3B,27,2013,2,E3,54,1080,1080
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,U1C,1,2013,8,U1,8,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,E4C,5,2017,4,E4,20,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,U1C,5,2013,1,U1,5,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,A7B,1,2017,4,A7,4,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,B8C,1,2017,4,B8,4,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,E4B,6,2017,4,E4,24,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,A7C,1,2017,4,A7,4,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,E4A,14,2017,4,E4,56,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,U1C,1,2013,4,U1,4,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,B0C,1,2013,1,B0,1,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,E3A,1,2013,1,E3,1,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,U1A,7,2013,1,U1,7,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,E3B,7,2017,4,E3,28,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,E3C,1,2017,4,E3,4,102088,102088
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Corophium,Corophium bonnellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Corophium bonnellii,U1B,16,2013,8,U1,128,102088,102088
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,E3B,1,2017,4,E3,4,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,E4B,2,2015,4,E4,8,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,7C,1,2016,4,7C,4,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,8A,1,2016,4,8A,4,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,7A,1,2016,4,7A,4,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,U2B,5,2013,1,U2,5,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,B8C,1,2017,4,B8,4,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,5A,2,2016,4,5A,8,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,U2A,3,2013,8,U2,24,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,B8A,2,2017,4,B8,8,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,3A,2,2016,4,3A,8,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,7B,4,2016,4,7B,16,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,5B,3,2016,4,5B,12,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,U2C,2,2013,8,U2,16,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,B5C,2,2017,4,B5,8,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,U2B,9,2013,8,U2,72,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,E3A,1,2013,1,E3,1,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,A7C,1,2017,4,A7,4,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,B5A,2,2017,4,B5,8,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura longocirrata,,,,,,,,,,Cossura longocirrata,U2A,2,2013,1,U2,2,129984,129984
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura pygodactylata,,,,,,,,,,Cossura pygodactylata,E4A,6,2017,4,E4,24,129985,129985
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,Cossura,Cossura pygodactylata,,,,,,,,,,Cossura pygodactylata,B5B,2,2017,4,B5,8,129985,129985
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Cossuridae,,,,,,,,,,,,Cossuridae,3B,2,2016,4,3B,8,908,908
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Crassicorophium,Crassicorophium bonellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Crassicorophium bonellii,3A,2,2016,4,3A,8,237004,237004
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Crassicorophium,Crassicorophium bonellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Crassicorophium bonellii,7C,1,2016,4,7C,4,237004,237004
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Crassicorophium,Crassicorophium bonellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Crassicorophium bonellii,3C,3,2016,4,3C,12,237004,237004
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Crassicorophium,Crassicorophium bonellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Crassicorophium bonellii,4C,2,2016,4,4C,8,237004,237004
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Crassicorophium,Crassicorophium bonellii,Corophiinae,Corophiini,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Crassicorophium bonellii,7B,1,2016,4,7B,4,237004,237004
Animalia,Mollusca,Bivalvia,Autobranchia,Pteriomorphia,,,Mytilida,Mytiloidea,Mytilidae,Crenella,,Crenellinae,,,,,,,,,Crenella,A7B,1,2015,4,A7,4,138216,138216
Animalia,Mollusca,Bivalvia,Autobranchia,Pteriomorphia,,,Mytilida,Mytiloidea,Mytilidae,Crenella,,Crenellinae,,,,,,,,,Crenella,U1B,3,2013,8,U1,24,138216,138216
