"matched_taxon_name","Kingdom","Phylum","Class","Subclass","Infraclass","Subterclass","Superorder","Order","Superfamily","Family","Genus","Species","Subfamily","Tribe","Subphylum","Suborder","Superclass","Subgenus","Infraorder","Parvorder","Subspecies","Section","Subsection","Flokkun","id","N","Artal","skipting","stod","Nu","gamalt","A","worms","Nfm","Major Group","Family code","Species code","Food Source","Motility","Habit","Om/Ca/He","Food size/type","FeedMode","Feeding guild","Cleaned Taxon name"
"Harmothoe imbricata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","Harmothoe imbricata","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe imbricata","C4B",1,2013,1,"C4",1,"Harmothoe imbricata","130769",130769,8,"POER","0220","0585","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe imbricata"
"Harmothoe imbricata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","Harmothoe imbricata","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe imbricata","E4B",1,2016,4,"E4",4,"Harmothoe imbricata","130769",130769,33,"POER","0220","0585","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe imbricata"
"Harmothoe imbricata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","Harmothoe imbricata","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe imbricata","U1B",3,2013,1,"U1",3,"Harmothoe imbricata","130769",130769,25,"POER","0220","0585","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe imbricata"
"Harmothoe imbricata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","Harmothoe imbricata","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe imbricata","B0B",1,2013,1,"B0",1,"Harmothoe imbricata","130769",130769,8,"POER","0220","0585","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe imbricata"
"Harmothoe imbricata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","Harmothoe imbricata","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe imbricata","U1B",6,2013,8,"U1",48,"Harmothoe imbricata","130769",130769,400,"POER","0220","0585","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe imbricata"
"Henricia sanguinolenta","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nereididae","Leonnates","","Nereidinae","","","Nereidiformia","","","","","","","","Henricia sanguinolenta","U1B",4,2013,8,"U1",32,"Henricia sanguinolenta","Error : (206) Partial Content - Henricia sanguinolenta
",129374,267,"ECAS","1034","0009","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Henricia sanguinolenta"
"Henricia sanguinolenta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Pectinariidae","Cistenides","Cistenides granulata","","","","Terebelliformia","","","","","","","","Cistenides granulata","C4A",2,2016,4,"C4",8,"Cistenides granulata","238377",238377,67,"ECAS","1034","0009","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Henricia sanguinolenta"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","B8C",6,2016,4,"B8",24,"Heteromastus filiformis","129884",129884,200,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","B5A",6,2016,4,"B5",24,"Heteromastus filiformis","129884",129884,200,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","A7A",2,2016,1,"A7",2,"Heteromastus filiformis","129884",129884,17,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E4A",3,2016,4,"E4",12,"Heteromastus filiformis","129884",129884,100,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","B8B",3,2016,1,"B8",3,"Heteromastus filiformis","129884",129884,25,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","C4B",2,2016,4,"C4",8,"Heteromastus filiformis","129884",129884,67,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E4",1,1999,1,"E4",1,"Heteromastus filiformis","129884",129884,44,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E4C",7,2016,4,"E4",28,"Heteromastus filiformis","129884",129884,233,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","A7B",1,2016,1,"A7",1,"Heteromastus filiformis","129884",129884,8,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","A7B",9,2016,4,"A7",36,"Heteromastus filiformis","129884",129884,300,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","A7A",5,2016,4,"A7",20,"Heteromastus filiformis","129884",129884,167,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E4B",1,2016,4,"E4",4,"Heteromastus filiformis","129884",129884,33,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","B8C",6,2016,1,"B8",6,"Heteromastus filiformis","129884",129884,50,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","A7C",13,2016,4,"A7",52,"Heteromastus filiformis","129884",129884,433,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E3B",5,2016,4,"E3",20,"Heteromastus filiformis","129884",129884,167,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E3C",3,2016,4,"E3",12,"Heteromastus filiformis","129884",129884,100,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E3B",1,2017,4,"E3",4,"Heteromastus filiformis","129884",129884,33,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","B8B",4,2016,4,"B8",16,"Heteromastus filiformis","129884",129884,133,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","B5B",5,2016,4,"B5",20,"Heteromastus filiformis","129884",129884,167,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","B8A",7,2016,4,"B8",28,"Heteromastus filiformis","129884",129884,233,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","U2B",1,2013,1,"U2",1,"Heteromastus filiformis","129884",129884,8,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","C4A",2,2016,4,"C4",8,"Heteromastus filiformis","129884",129884,67,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Heteromastus","Heteromastus filiformis","","","","","","","","","","","","Heteromastus filiformis","E3",10,1999,1,"E3",10,"Heteromastus filiformis","129884",129884,444,"POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3A",1,2016,4,"E3",4,"Hiatella arctica","140103",140103,33,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E4B",1,2017,4,"E4",4,"Hiatella arctica","140103",140103,33,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3C",3,2015,4,"E3",12,"Hiatella arctica","140103",140103,100,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3A",1,2017,1,"E3",1,"Hiatella arctica","140103",140103,8,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3C",2,2014,4,"E3",8,"Hiatella arctica","140103",140103,67,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3A",1,2017,4,"E3",4,"Hiatella arctica","140103",140103,33,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","U1C",1,2013,8,"U1",8,"Hiatella arctica","140103",140103,67,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3A",2,2014,4,"E3",8,"Hiatella arctica","140103",140103,67,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3A",1,2015,4,"E3",4,"Hiatella arctica","140103",140103,33,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E4B",1,2016,4,"E4",4,"Hiatella arctica","140103",140103,33,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E4C",2,2017,4,"E4",8,"Hiatella arctica","140103",140103,67,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3C",2,2015,1,"E3",2,"Hiatella arctica","140103",140103,17,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E3A",1,2014,1,"E3",1,"Hiatella arctica","140103",140103,8,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Adapedonta","Hiatelloidea","Hiatellidae","Hiatella","Hiatella arctica","","","","","","","","","","","","Hiatella arctica","E4A",1,2017,4,"E4",4,"Hiatella arctica","140103",140103,33,"MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Lacerna fistulata","Animalia","Mollusca","Gastropoda","Vetigastropoda","","","","Trochida","Trochoidea","Colloniidae","Moelleria","Moelleria costulata","Moelleriinae","","","","","","","","","","","Moelleria costulata","U1B",2,2013,8,"U1",16,"Moelleria costulata","141859",141859,133,"BRYO","0989","0149","EP","S","A","Om","pom/phy","Su","EP-Su","Lacerna fistulata"
"Lacuna vincta","Animalia","Mollusca","Gastropoda","Caenogastropoda","","","","Littorinimorpha","Littorinoidea","Littorinidae","Lacuna","Lacuna vincta","Lacuninae","","","","","","","","","","","Lacuna vincta","B0C",2,2014,1,"B0",2,"Lacuna vincta","140170",140170,17,"MOGA","0566","0323","SR","M","F","He","dia/alg","Gr","SR-He-mic","Lacuna vincta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","B5B",2,2017,4,"B5",8,"Lanassa venusta","131494",131494,67,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","B5",4,1999,1,"B5",4,"Lanassa venusta","131494",131494,178,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","A7",3,1999,1,"A7",3,"Lanassa venusta","131494",131494,133,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","E4A",1,2017,4,"E4",4,"Lanassa venusta","131494",131494,33,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","E3",6,1999,1,"E3",6,"Lanassa venusta","131494",131494,267,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","B8A",1,2016,4,"B8",4,"Lanassa venusta","131494",131494,33,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","E3B",1,2017,4,"E3",4,"Lanassa venusta","131494",131494,33,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","B5A",5,2015,4,"B5",20,"Lanassa venusta","131494",131494,167,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","E3C",3,2014,4,"E3",12,"Lanassa venusta","131494",131494,100,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","U2B",1,2013,1,"U2",1,"Lanassa venusta","131494",131494,8,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","C4",1,1999,1,"C4",1,"Lanassa venusta","131494",131494,44,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","E3C",4,2017,4,"E3",16,"Lanassa venusta","131494",131494,133,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","B8",2,1999,1,"B8",2,"Lanassa venusta","131494",131494,89,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","U2A",5,2013,1,"U2",5,"Lanassa venusta","131494",131494,42,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","E3B",2,2015,1,"E3",2,"Lanassa venusta","131494",131494,17,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Lanassa","Lanassa venusta","Terebellinae","Terebellini","","Terebelliformia","","","","","","","","Lanassa venusta","B5A",1,2014,1,"B5",1,"Lanassa venusta","131494",131494,8,"POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Laphania boecki","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Laphania","Laphania boecki","Terebellinae","Procleini","","Terebelliformia","","","","","","","","Laphania boecki","E3",1,1999,1,"E3",1,"Laphania boecki","131496",131496,44,"POSE","0314","0814","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Laphania boecki"
"Laphania boecki","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Laphania","Laphania boecki","Terebellinae","Procleini","","Terebelliformia","","","","","","","","Laphania boecki","E4",1,1999,1,"E4",1,"Laphania boecki","131496",131496,44,"POSE","0314","0814","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Laphania boecki"
"Lepidonotus squamatus","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Lepidonotus","Lepidonotus squamatus","Lepidonotinae","","","Aphroditiformia","","","","","","","","Lepidonotus squamatus","U1A",2,2013,1,"U1",2,"Lepidonotus squamatus","130801",130801,17,"POER","0220","0605","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Lepidonotus squamatus"
"Lepidonotus squamatus","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Lepidonotus","Lepidonotus squamatus","Lepidonotinae","","","Aphroditiformia","","","","","","","","Lepidonotus squamatus","U1B",1,2013,8,"U1",8,"Lepidonotus squamatus","130801",130801,67,"POER","0220","0605","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Lepidonotus squamatus"
"Lepidonotus squamatus","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Lepidonotus","Lepidonotus squamatus","Lepidonotinae","","","Aphroditiformia","","","","","","","","Lepidonotus squamatus","U1C",1,2013,1,"U1",1,"Lepidonotus squamatus","130801",130801,8,"POER","0220","0605","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Lepidonotus squamatus"
"Levinsenia gracilis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Paraonidae","Levinsenia","Levinsenia gracilis","","","","","","","","","","","","Levinsenia gracilis","E3",56,1999,1,"E3",56,"Levinsenia gracilis","130578",130578,2489,"POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Paraonidae","Levinsenia","Levinsenia gracilis","","","","","","","","","","","","Levinsenia gracilis","U2B",2,2013,1,"U2",2,"Levinsenia gracilis","130578",130578,17,"POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Paraonidae","Levinsenia","Levinsenia gracilis","","","","","","","","","","","","Levinsenia gracilis","U2B",1,2013,8,"U2",8,"Levinsenia gracilis","130578",130578,67,"POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Paraonidae","Levinsenia","Levinsenia gracilis","","","","","","","","","","","","Levinsenia gracilis","E3B",1,2013,1,"E3",1,"Levinsenia gracilis","130578",130578,8,"POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Paraonidae","Levinsenia","Levinsenia gracilis","","","","","","","","","","","","Levinsenia gracilis","E4A",1,2016,4,"E4",4,"Levinsenia gracilis","130578",130578,33,"POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
